9.99999974737875163555e-05,-6.00044406157271540672e+00
1.99999994947575032711e-04,-6.00045384314361680269e+00
2.99999992421362549067e-04,-6.00046366109229524369e+00
3.99999989895150065422e-04,-6.00047351538508009529e+00
4.99999987368937581778e-04,-6.00048340598836710356e+00
5.99999984842725098133e-04,-6.00049333286850736409e+00
6.99999982316512614489e-04,-6.00050329599199349945e+00
7.99999979790300130844e-04,-6.00051329532528516988e+00
8.99999977264087647200e-04,-6.00052333083490774257e+00
9.99999974737875163555e-04,-6.00053340248749831308e+00
1.09999997221166267991e-03,-6.00054351024960771479e+00
1.19999996968545019627e-03,-6.00055365408789661685e+00
1.29999996715923771262e-03,-6.00056383396913642749e+00
1.39999996463302522898e-03,-6.00057404985994701820e+00
1.49999996210681274533e-03,-6.00058430172721107582e+00
1.59999995958060026169e-03,-6.00059458953772857821e+00
1.69999995705438777804e-03,-6.00060491325831695713e+00
1.79999995452817529440e-03,-6.00061527285590647898e+00
1.89999995200196281075e-03,-6.00062566829748792168e+00
1.99999994947575032711e-03,-6.00063609955001308390e+00
2.09999994694953784347e-03,-6.00064656658050490663e+00
2.19999994442332535982e-03,-6.00065706935604271802e+00
2.29999994189711287618e-03,-6.00066760784372831613e+00
2.39999993937090039253e-03,-6.00067818201074047301e+00
2.49999993684468790889e-03,-6.00068879182422585403e+00
2.59999993431847542524e-03,-6.00069943725147068999e+00
2.69999993179226294160e-03,-6.00071011825971800452e+00
2.79999992926605045795e-03,-6.00072083481629433774e+00
2.89999992673983797431e-03,-6.00073158688854487591e+00
2.99999992421362549067e-03,-6.00074237444388870017e+00
3.09999992168741300702e-03,-6.00075319744973843328e+00
3.19999991916120052338e-03,-6.00076405587360265856e+00
3.29999991663498803973e-03,-6.00077494968295987185e+00
3.39999991410877555609e-03,-6.00078587884539480348e+00
3.49999991158256307244e-03,-6.00079684332852543536e+00
3.59999990905635058880e-03,-6.00080784309992705701e+00
3.69999990653013810515e-03,-6.00081887812733272714e+00
3.79999990400392562151e-03,-6.00082994837844677354e+00
3.89999990147771313787e-03,-6.00084105382103395613e+00
3.99999989895150065422e-03,-6.00085219442288480109e+00
4.09999989642528817058e-03,-6.00086337015185096282e+00
4.19999989389907568693e-03,-6.00087458097579654840e+00
4.29999989137286320329e-03,-6.00088582686265707049e+00
4.39999988884665071964e-03,-6.00089710778039961978e+00
4.49999988632043823600e-03,-6.00090842369699187589e+00
4.59999988379422575235e-03,-6.00091977458049202895e+00
4.69999988126801326871e-03,-6.00093116039897503692e+00
4.79999987874180078506e-03,-6.00094258112055471731e+00
4.89999987621558830142e-03,-6.00095403671340732379e+00
4.99999987368937581778e-03,-6.00096552714569484149e+00
5.09999987116316333413e-03,-6.00097705238569326201e+00
5.19999986863695085049e-03,-6.00098861240167458881e+00
5.29999986611073836684e-03,-6.00100020716191123564e+00
5.39999986358452588320e-03,-6.00101183663478661423e+00
5.49999986105831339955e-03,-6.00102350078874055301e+00
5.59999985853210091591e-03,-6.00103519959210998267e+00
5.69999985600588843226e-03,-6.00104693301345339454e+00
5.79999985347967594862e-03,-6.00105870102120863728e+00
5.89999985095346346498e-03,-6.00107050358396723741e+00
5.99999984842725098133e-03,-6.00108234067032835900e+00
6.09999984590103849769e-03,-6.00109421224889435283e+00
6.19999984337482601404e-03,-6.00110611828831498702e+00
6.29999984084861353040e-03,-6.00111805875735676314e+00
6.39999983832240104675e-03,-6.00113003362472735049e+00
6.49999983579618856311e-03,-6.00114204285916701901e+00
6.59999983326997607946e-03,-6.00115408642959025564e+00
6.69999983074376359582e-03,-6.00116616430479068089e+00
6.79999982821755111217e-03,-6.00117827645365199598e+00
6.89999982569133862853e-03,-6.00119042284517600298e+00
6.99999982316512614489e-03,-6.00120260344826569497e+00
7.09999982063891366124e-03,-6.00121481823200704844e+00
7.19999981811270117760e-03,-6.00122706716540194050e+00
7.29999981558648869395e-03,-6.00123935021752895639e+00
7.39999981306027621031e-03,-6.00125166735759059747e+00
7.49999981053406372666e-03,-6.00126401855466830174e+00
7.59999980800785124302e-03,-6.00127640377798951803e+00
7.69999980548163875937e-03,-6.00128882299683029606e+00
7.79999980295542627573e-03,-6.00130127618041786302e+00
7.89999980042921379209e-03,-6.00131376329810769946e+00
7.99999979790300130844e-03,-6.00132628431926250538e+00
8.09999979537678882480e-03,-6.00133883921325512762e+00
8.19999979285057634115e-03,-6.00135142794953643612e+00
8.29999979032436385751e-03,-6.00136405049752903046e+00
8.39999978779815137386e-03,-6.00137670682677187243e+00
8.49999978527193889022e-03,-6.00138939690684942259e+00
8.59999978274572640657e-03,-6.00140212070727057173e+00
8.69999978021951392293e-03,-6.00141487819768413995e+00
8.79999977769330143929e-03,-6.00142766934776372137e+00
8.89999977516708895564e-03,-6.00144049412718403984e+00
8.99999977264087647200e-03,-6.00145335250565636117e+00
9.09999977011466398835e-03,-6.00146624445302000889e+00
9.19999976758845150471e-03,-6.00147916993898841113e+00
9.29999976506223902106e-03,-6.00149212893347683761e+00
9.39999976253602653742e-03,-6.00150512140633367797e+00
9.49999976000981405377e-03,-6.00151814732747329725e+00
9.59999975748360157013e-03,-6.00153120666687307132e+00
9.69999975495738908648e-03,-6.00154429939449953618e+00
9.79999975243117660284e-03,-6.00155742548036743320e+00
9.89999974990496411920e-03,-6.00157058489459580789e+00
9.99999974737875163555e-03,-6.00158377760722192441e+00
1.00999997448525391519e-02,-6.00159700358842571229e+00
1.01999997423263266683e-02,-6.00161026280838502591e+00
1.02999997398001141846e-02,-6.00162355523728153041e+00
1.03999997372739017010e-02,-6.00163688084537452630e+00
1.04999997347476892173e-02,-6.00165023960299798657e+00
1.05999997322214767337e-02,-6.00166363148038329006e+00
1.06999997296952642500e-02,-6.00167705644796938393e+00
1.07999997271690517664e-02,-6.00169051447609553642e+00
1.08999997246428392828e-02,-6.00170400553521106619e+00
1.09999997221166267991e-02,-6.00171752959579556021e+00
1.10999997195904143155e-02,-6.00173108662833226659e+00
1.11999997170642018318e-02,-6.00174467660334057251e+00
